record_id,company_name,domain,industry,employee_count,country,contact_email,source_captured_at
R1241,"halcyon,pharma holdings co.",,Pharmaceuticals,260+,,info@halcyon.com,07/10/2025
R1308,Nimbus Cloud Incorporated,nimbuscloud.com,Gaming,~5,India, INFO@nimbus.com ,2025-10-04
R1434,Xenon Labs Co,https://xenonlabs.com/,Manufacturing,20 to 520,United Kingdom,info@xenon.com,2025/11/01
R1070,"QUILL,SOFTWARE CORP",quillsoftware.com,Telecom,11-50,IN,info@quill.com,2025-02-06
R1269,Juniper Mobility Group Incorporated,www.junipermobilitygro.com,Finance,,U.S.A.,info@juniper.com,11 Jun 2025
R1223,Granite Insurance Group Co,,,200 to 290,DE,info@granite.com,22/05/2025
R1158,ACORN EDUCATION GROUP INC.,acorneducationgrou.com,Insurance,500 to 540,,info@acorn.com,2025-10-15
R1075,Quill Software International Co,quillsoftwareinter.com,Software,500 to 590,U.S.A.,info@quill.com,7 Jan 2025
R1294,Larkspur Toys Partners LLC,https://larkspurtoyspartne.com/,Retail,51-200,CA,info@larkspur.com,2 Mar 2025
R1419,  WILLOW CHILDCARE INCORPORATED ,,Pharmaceuticals,,,info@willow.com,6/1/2025
R1422,Willow Childcare,willowchildcare.com,,50-550,U.S.A.,info@willow.com,13 Feb 2025
R1372,saffron spices inc.,https://saffronspices.com/,Retail,~1200,,info@saffron.com,2025-07-10
R1406,Verdant Landscaping LLC,verdantlandscaping.com,Education,11-50,IN,,4/25/2025
R1381,Saffron Spices Global,saffronspicesgloba.com,Telecom,51-200,United Kingdom,info@saffron.com,2025/02/14
R1465,  anchor marine incorporated ,ANCHORMARINE.COM,Hospitality,,Canada,,
R1324,Onyx Mining Group Corp,www.onyxmininggroup.com,Finance,540,CA,info@onyx.com,2025/02/28
R1089,"  harbor,health global ltd. ",harborhealthglobal.com,Gaming,200-240,Canada,info@harbor.com,
R1102,Pinecrest Media Group Inc.,pinecrestmediagrou.com,Logistics,42+,Germany,info@pinecrest.com,2025-08-04
R1472,Birch Furniture Inc,www.birchfurniture.com,,260,IN,info@birch.com,2025/11/11
R1157,acorn education incorporated,,Logistics,42,, INFO@acorn.com ,18/06/2025
R1097,Vanta Foods Global,vantafoodsglobal.com,Energy,100-300,India,,2/8/2025
R1371,Saffron Spices Corp,SAFFRONSPICES.COM,Retail,51-200,DE,info@saffron.com,2025-12-09
R1094,"Vanta,Foods International Inc.",www.vantafoodsinternat.com,Energy,500 to 1000,USA,info@vanta.com,
R1161,Acorn Education International Co.,www.acorneducationinte.com,Logistics,501-1000,Germany,info@acorn.com,2/20/2025
R1084,"Harbor,Health Group Incorporated",harborhealthgroup.com,Media,,,info@harbor.com,2025-11-27
R1214,  Ember Hospitality Holdings Co. ,EMBERHOSPITALITYHO.COM,Software,~540,IN,,6 Aug 2025
R1461,ZEPHYR DRONES PARTNERS INC,https://zephyrdronespartne.com/,Gaming,10 to 100,United States,info@zephyr.com,4/12/2025
R1429,willow childcare partners co.,WILLOWCHILDCAREPAR.COM,Education,~87,IN,info@willow.com,2 Aug 2025
R1062,orbit manufacturing group ltd,ORBITMANUFACTURING.COM,Gaming,501-1000,USA,,12 Jun 2025
R1025,Brightpath Analytics International Inc,www.brightpathanalytic.com,,18,Canada,info@brightpath.com,11/23/2025
R1181,Cobalt Telecom Inc.,cobalttelecom.com,Hospitality,200 to 400,,info@cobalt.com,2025-08-09
R1353,Quartz Legal Global Incorporated,QUARTZLEGALGLOBAL.COM,Healthcare,500 to 590,Canada,info@quartz.com,11/10/2025
R1028,  Cedar Systems Co ,CEDARSYSTEMS.COM,Education,200-290,United States,info@cedar.com,23 Nov 2025
R1050,Lumen Retail Partners Ltd,lumenretailpartner.com,Healthcare,,United Kingdom,info@lumen.com,2025/09/06
R1209,"Ember,Hospitality LLC",emberhospitality.com,Gaming,42+,,info@ember.com,28/05/2025
R1458,ZEPHYR DRONES HOLDINGS LTD.,zephyrdronesholdin.com,Manufacturing,540+,Canada,info@zephyr.com,16/07/2025
R1076,quill software partners ltd,quillsoftwarepartn.com,Insurance,87+,USA,info@quill.com,
R1023,Brightpath Analytics International,https://brightpathanalytic.com/,Finance,260+,,info@brightpath.com,2025/02/06
R1318,Nimbus Cloud Global Incorporated,,Healthcare,130,DE,contact@nimbus,2025-09-07
R1180,Cobalt Telecom LLC,cobalttelecom.com,,1200+,us,info@cobalt.com,5/13/2025
R1074,"  Quill,Software Holdings Corp ",www.quillsoftwareholdi.com,Education,20-520,India,info@quill.com,
R1129,Meridian Travel International Inc.,www.meridiantravelinte.com,Energy,87+,,info@meridian.com,19 Jul 2025
R1204,Drift Apparel International Incorporated,,Energy,20 to 110,United Kingdom,info@drift.com,08/04/2025
R1234,"Halcyon,Pharma Ltd.",HALCYONPHARMA.COM,,,United States,info@halcyon.com,28 Nov 2025
R1317,Nimbus Cloud Global Co,nimbuscloudglobal.com,Healthcare,1000+,CA,contact@nimbus,2025-04-18
R1384,Thicket Gaming LLC,thicketgaming.com,Insurance,20-520,United States,,09/12/2025
R1228,Granite Insurance International Corp,https://graniteinsurancein.com/,Media,201-500,United States,info@granite.com,02/05/2025
R1208,"  Ember,Hospitality Inc. ",emberhospitality.com,Manufacturing,,CA,info@ember.com,2025-12-15
R1155,Acorn Education Co,www.acorneducation.com,Construction,~1200,,info@acorn.com,09/04/2025
R1300,Mosaic Payments Holdings Ltd,mosaicpaymentshold.com,,201-500,Australia,,22/06/2025
R1392,Thicket Gaming Partners Inc.,thicketgamingpartn.com,Retail,~1200,,info@thicket.com,2/21/2025
R1057,  orbit manufacturing ltd. ,orbitmanufacturing.com,,10-210,IN, INFO@orbit.com ,19/05/2025
R1144,  Tideline Finance LLC ,tidelinefinance.com,,540,India,info@tideline.com,5 Jan 2025
R1476,  birch furniture group inc. ,www.birchfurnituregrou.com,Healthcare,42+,Australia,info@birch.com,2025/01/22
R1416,VERDANT LANDSCAPING GLOBAL,verdantlandscaping.com,Telecom,130,USA,info@verdant.com,2025/08/02
R1268,Juniper Mobility Group Ltd,https://junipermobilitygro.com/,Manufacturing,~42,USA,,
R1337,petal cosmetics partners co,,Software,1-10,UK,info@petal.com,16 Jun 2025
R1311,"Nimbus,Cloud Holdings Inc",,,42+,USA,info@nimbus.com,17 Nov 2025
R1244,HALCYON PHARMA GLOBAL LLC,HALCYONPHARMAGLOBA.COM,Hospitality,~87,United States,info@halcyon.com,02/12/2025
R1338,"  Petal,Cosmetics Partners LLC ",https://petalcosmeticspart.com/,,10-510,United Kingdom,info@petal.com,2025/01/24
R1191,  Cobalt Telecom Global LLC ,cobalttelecomgloba.com,Finance,42+,UK,info@cobalt.com,
R1470,Anchor Marine Global,anchormarineglobal.com,Media,50 to 550,,info@anchor.com,
R1251,"  Ironwood,Agritech Co ",www.ironwoodagritech.com,,1000+,India,info@ironwood.com,4 Mar 2025
R1395,UMBRA OPTICS CO,,Software,,Germany,info@umbra.com,2025/08/28
R1105,"Pinecrest,Media International Ltd.",pinecrestmediainte.com,Telecom,201-500,us,info@pinecrest.com,2025-10-18
R1414,Verdant Landscaping Partners LLC,www.verdantlandscaping.com,Gaming,1200+,IN,info@verdant.com,
R1142,"  Foxglove,Energy Global Ltd. ",https://foxgloveenergyglob.com/,,87+,United States,info@foxglove.com,12 Aug 2025
R1473,BIRCH FURNITURE CO.,www.birchfurniture.com,Media,5,,info@birch.com,03/02/2025
R1295,"Larkspur,Toys Global Ltd",https://larkspurtoysglobal.com/,Insurance,260+,USA,info@larkspur.com,2025/11/04
R1388,Thicket Gaming Holdings Corp,THICKETGAMINGHOLDI.COM,Gaming,~260,U.S.A.,info@thicket.com,2025-02-18
R1443,YARROW TEXTILES CO,www.yarrowtextiles.com,,200 to 400,UK, INFO@yarrow.com ,07/11/2025
R1069,  Orbit Manufacturing Global Co. ,https://orbitmanufacturing.com/,Education,,,contact@orbit,13/10/2025
R1218,Ember Hospitality Global Incorporated,emberhospitalitygl.com,Finance,100-190,United States,info@ember.com,10/11/2025
R1172,Basalt Construction Holdings,basaltconstruction.com,Finance,51-200,U.S.A.,info@basalt.com,2025-02-26
R1430,  Willow Childcare Global ,,Gaming,87+,Australia,info@willow.com,5/9/2025
R1168,Basalt Construction Ltd,basaltconstruction.com,Energy,20-520,us,info@basalt.com,5 Aug 2025
R1086,Harbor Health Holdings Co.,www.harborhealthholdin.com,Education,42+,DE,info@harbor.com,
R1252,Ironwood Agritech Ltd,ironwoodagritech.com,Insurance,,India,info@ironwood.com,12/11/2025
R1049,LUMEN RETAIL INTERNATIONAL INC,lumenretailinterna.com,Software,1200,IN,info@lumen.com,2025-03-05
R1357,Rivet Hardware Ltd.,www.rivethardware.com,Education,50 to 550,Germany,info@rivet.com,
R1250,Ironwood Agritech Inc,,Logistics,130,United Kingdom,info@ironwood.com,2025/07/15
R1467,  Anchor Marine Holdings ,https://anchormarineholdin.com/,Energy,1200+,IN,info@anchor.com,
R1215,  Ember Hospitality International LLC ,emberhospitalityin.com,Logistics,501-1000,United States, INFO@ember.com ,
R1148,  Tideline Finance Holdings Inc. ,tidelinefinancehol.com,Finance,87,U.S.A.,contact@tideline,23 May 2025
R1404,Umbra Optics Global Co.,UMBRAOPTICSGLOBAL.COM,Hospitality,540+,DE,info@umbra.com,2025/06/22
R1439,"  Xenon,Labs International Ltd. ",xenonlabsinternati.com,Education,,us,contact@xenon,3/13/2025
R1445,  Yarrow Textiles ,,Manufacturing,,,info@yarrow.com,
R1267,Juniper Mobility Co.,junipermobility.com,Telecom,~42,Germany,info@juniper.com,8/4/2025
R1122,sterling robotics global corp,,Media,42,us,info@sterling.com,2025-10-08
R1046,Lumen Retail Holdings Co,lumenretailholding.com,Hospitality,50 to 250,India,,5/6/2025
R1179,Basalt Construction Global Co,BASALTCONSTRUCTION.COM,Manufacturing,20 to 110,UK, INFO@basalt.com ,23/04/2025
R1007,  Northwind Logistics Group LLC ,,,~130,United States,info@northwind.com,18/07/2025
R1224,Granite Insurance Group Incorporated,graniteinsurancegr.com,,200 to 290,Germany, INFO@granite.com ,2/28/2025
R1132,foxglove energy ltd,foxgloveenergy.com,Construction,100-140,us,contact@foxglove,2025/11/01
R1412,VERDANT LANDSCAPING INTERNATIONAL INCORPORATED,verdantlandscaping.com,Pharmaceuticals,87+,us,contact@verdant,2025/01/22
R1261,"Ironwood,Agritech International LLC",www.ironwoodagritechin.com,Gaming,540+,United Kingdom,info@ironwood.com,
R1455,Zephyr Drones Inc,https://zephyrdrones.com/,Finance,1000+,,info@zephyr.com,17/12/2025
R1440,  Xenon Labs International Co ,xenonlabsinternati.com,Education,1000+,India,info@xenon.com,15/01/2025
R1026,brightpath analytics partners corp,brightpathanalytic.com,Insurance,,United States,info@brightpath.com,22/11/2025
R1006,"northwind,logistics group corp",northwindlogistics.com,,1000+,United Kingdom,info@northwind.com,13 Nov 2025
R1020,Brightpath Analytics Group Ltd,brightpathanalytic.com,Insurance,130+,USA,info@brightpath.com,2025-04-09
R1383,Thicket Gaming Ltd.,thicketgaming.com,Manufacturing,100 to 300,DE,info@thicket.com,2025-10-02
R1060,Orbit Manufacturing Group Co.,orbitmanufacturing.com,Logistics,20-520,DE,info@orbit.com,2025/10/14
R1116,Sterling Robotics Group Corp,sterlingroboticsgr.com,,20 to 520,Australia,info@sterling.com,
R1424,WILLOW CHILDCARE HOLDINGS,,Retail,501-1000,Germany,info@willow.com,26 Dec 2025
R1184,"Cobalt,Telecom Group Inc.",COBALTTELECOMGROUP.COM,Hospitality,~540,,info@cobalt.com,21 Jun 2025
R1328,  Onyx Mining Partners Co. ,ONYXMININGPARTNERS.COM,Pharmaceuticals,130,USA,contact@onyx,2025-06-16
R1373,  Saffron Spices Group Inc. ,www.saffronspicesgroup.com,,,Germany, INFO@saffron.com ,2025-06-21
R1400,Umbra Optics Holdings Corp,umbraopticsholding.com,Healthcare,130,United States,info@umbra.com,
R1201,DRIFT APPAREL HOLDINGS LTD,driftapparelholdin.com,Insurance,10 to 510,United Kingdom,info@drift.com,2025/10/04
R1281,  Kestrel Security Group LLC ,https://kestrelsecuritygro.com/,Hospitality,~5,,info@kestrel.com,6/20/2025
R1365,"Rivet,Hardware International Co.",https://rivethardwareinter.com/,Manufacturing,10 to 100,USA,,1 Aug 2025
R1394,"Thicket,Gaming Global Inc",thicketgaminggloba.com,Gaming,20-110,,info@thicket.com,2025-10-15
R1303,Mosaic Payments Partners,MOSAICPAYMENTSPART.COM,Manufacturing,260+,Canada,info@mosaic.com,12/26/2025
R1139,"Foxglove,Energy Holdings Corp",FOXGLOVEENERGYHOLD.COM,,18,CA,info@foxglove.com,5 Feb 2025
R1341,"Quartz,Legal Co",quartzlegal.com,Telecom,200-400,Germany,info@quartz.com,2025/09/13
R1425,  Willow Childcare Holdings LLC ,willowchildcarehol.com,Retail,,,info@willow.com,10/11/2025
R1457,ZEPHYR DRONES GROUP INCORPORATED,zephyrdronesgroup.com,,,,info@zephyr.com,21/12/2025
R1038,Cedar Systems Partners Corp,www.cedarsystemspartne.com,,~260,Germany,,
R1382,"  thicket,gaming llc ",www.thicketgaming.com,,540+,India,contact@thicket,2 Jan 2025
R1464,Anchor Marine Co.,anchormarine.com,Gaming,1-10,Canada,info@anchor.com,2025/12/23
R1123,"  Meridian,Travel Co. ",meridiantravel.com,Manufacturing,,UK,,10/11/2025
R1466,Anchor Marine Group Inc.,https://anchormarinegroup.com/,Insurance,10-510,Germany,info@anchor.com,
R1017,"Brightpath,Analytics",brightpathanalytic.com,Hospitality,200-400,,info@brightpath.com,
R1152,Tideline Finance Global Inc.,tidelinefinanceglo.com,,~87,,contact@tideline,11 Oct 2025
R1163,ACORN EDUCATION PARTNERS CORP,acorneducationpart.com,Education,87,us,info@acorn.com,
R1320,onyx mining inc,www.onyxmining.com,Education,,CA,info@onyx.com,2025-06-23
R1259,Ironwood Agritech International Ltd,ironwoodagritechin.com,Gaming,130+,India,info@ironwood.com,9 Oct 2025
R1041,Cedar Systems Global Ltd.,www.cedarsystemsglobal.com,Media,~87,India,info@cedar.com,2025/08/23
R1413,"Verdant,Landscaping Partners Ltd.",verdantlandscaping.com,Gaming,51-200,United Kingdom, INFO@verdant.com ,3 Aug 2025
R1107,  Pinecrest Media Partners ,pinecrestmediapart.com,Healthcare,~18,India,info@pinecrest.com,2025-04-23
R1456,"Zephyr,Drones Co.",zephyrdrones.com,,,Australia,contact@zephyr,5/20/2025
R1231,Granite Insurance Global,https://graniteinsurancegl.com/,,540+,USA, INFO@granite.com ,2025-01-14
R1386,"Thicket,Gaming Group Inc.",thicketgaminggroup.com,Gaming,260+,India,,2025/09/27
R1255,  IRONWOOD AGRITECH GROUP LLC ,,,10 to 100,DE, INFO@ironwood.com ,19/06/2025
R1423,Willow Childcare Group Ltd,WILLOWCHILDCAREGRO.COM,Logistics,,,,10/5/2025
R1355,rivet hardware corp,RIVETHARDWARE.COM,Telecom,100-300,DE, INFO@rivet.com ,11/5/2025
R1482,  BIRCH FURNITURE GLOBAL CORP ,https://birchfurnitureglob.com/,Hospitality,~1200,,info@birch.com,2025-06-06
R1240,Halcyon Pharma Holdings Incorporated,halcyonpharmaholdi.com,Pharmaceuticals,87+,IN,,2025/06/04
R1444,Yarrow Textiles Corp,yarrowtextiles.com,Construction,~87,Australia,,2025-04-17
R1193,Cobalt Telecom Global Inc,cobalttelecomgloba.com,,11-50,IN,info@cobalt.com,2025-11-14
R1055,"  LUMEN,RETAIL GLOBAL ",lumenretailglobal.com,Construction,50 to 140,,info@lumen.com,6 Jun 2025
R1277,  KESTREL SECURITY CORP ,www.kestrelsecurity.com,Healthcare,20 to 110,USA, INFO@kestrel.com ,2025/10/24
R1045,Lumen Retail Group Incorporated,lumenretailgroup.com,Healthcare,10 to 100,IN,info@lumen.com,2025-06-24
R1182,Cobalt Telecom Group Ltd,https://cobalttelecomgroup.com/,Gaming,~5,DE,,2025-12-16
R1145,Tideline Finance,,,5,United States,,16 Mar 2025
R1192,  COBALT TELECOM GLOBAL INC ,COBALTTELECOMGLOBA.COM,,,India,info@cobalt.com,2025/03/19
R1203,Drift Apparel International Ltd.,driftapparelintern.com,Energy,1200,, INFO@drift.com ,25/09/2025
R1332,petal cosmetics ltd,petalcosmetics.com,,540+,Australia,info@petal.com,2025/03/09
R1410,  Verdant Landscaping Group LLC ,verdantlandscaping.com,Manufacturing,,Australia,info@verdant.com,2025-04-12
R1091,"  vanta,foods incorporated ",vantafoods.com,Gaming,,us,,
R1299,"Mosaic,Payments Group Incorporated",www.mosaicpaymentsgrou.com,Healthcare,200 to 240,United States,info@mosaic.com,2025/03/09
R1093,"Vanta,Foods Holdings Incorporated",vantafoodsholdings.com,Insurance,,IN,contact@vanta,2025/04/10
R1056,orbit manufacturing ltd.,orbitmanufacturing.com,Hospitality,260,IN,info@orbit.com,
R1296,"MOSAIC,PAYMENTS LTD.",mosaicpayments.com,,,CA,,28/10/2025
R1401,  umbra optics international inc ,umbraopticsinterna.com,,,Canada,info@umbra.com,
R1104,Pinecrest Media Holdings Co.,pinecrestmediahold.com,Software,~18,us,info@pinecrest.com,
R1167,Basalt Construction Inc,www.basaltconstruction.com,,100-140,DE,info@basalt.com,16 Aug 2025
R1290,LARKSPUR TOYS CORP,larkspurtoys.com,Insurance,20-110,U.S.A., INFO@larkspur.com ,7/18/2025
R1246,  HALCYON PHARMA GLOBAL INC. ,halcyonpharmagloba.com,Hospitality,200-400,IN,info@halcyon.com,14/10/2025
R1173,Basalt Construction Holdings Inc,www.basaltconstruction.com,Hospitality,260+,Germany, INFO@basalt.com ,8/5/2025
R1270,"Juniper,Mobility Holdings Ltd",,Hospitality,100 to 300,,info@juniper.com,12/21/2025
R1284,"Kestrel,Security International",kestrelsecurityint.com,,42+,IN, INFO@kestrel.com ,17/05/2025
R1177,BASALT CONSTRUCTION PARTNERS,basaltconstruction.com,Finance,11-50,,info@basalt.com,
R1438,  XENON LABS HOLDINGS INCORPORATED ,xenonlabsholdings.com,Pharmaceuticals,42,,info@xenon.com,
R1352,Quartz Legal Global,QUARTZLEGALGLOBAL.COM,Healthcare,,Germany,info@quartz.com,2025/04/03
R1481,  Birch Furniture Partners Corp ,www.birchfurniturepart.com,Finance,51-200,Australia,info@birch.com,14/08/2025
R1176,"Basalt,Construction International LLC",,,11-50,CA,info@basalt.com,4/14/2025
R1278,Kestrel Security Ltd,kestrelsecurity.com,Logistics,,DE,info@kestrel.com,08/07/2025
R1297,  mosaic payments ltd. ,www.mosaicpayments.com,Healthcare,10-100,India,info@mosaic.com,12/4/2025
R1364,"Rivet,Hardware International Ltd",rivethardwareinter.com,Manufacturing,,,,
R1206,Drift Apparel Global Incorporated,www.driftapparelglobal.com,,501-1000,UK,,2025/08/08
R1195,"DRIFT,APPAREL LTD",driftapparel.com,Education,~130,, INFO@drift.com ,10/21/2025
R1405,verdant landscaping incorporated,https://verdantlandscaping.com/,Hospitality,540+,U.S.A.,contact@verdant,27 Apr 2025
R1126,Meridian Travel Inc.,meridiantravel.com,Retail,1200+,Australia,info@meridian.com,08/04/2025
R1391,Thicket Gaming International Incorporated,thicketgaminginter.com,Gaming,~42,U.S.A.,info@thicket.com,2025/12/02
R1402,  Umbra Optics International Incorporated ,umbraopticsinterna.com,,10 to 50,UK, INFO@umbra.com ,23/05/2025
R1220,Granite Insurance Ltd.,graniteinsurance.com,Software,10 to 510,,,
R1322,onyx mining llc,ONYXMINING.COM,Education,500-1000,Australia,info@onyx.com,2025/03/14
R1110,Sterling Robotics Corp,sterlingrobotics.com,Gaming,~1200,UK,info@sterling.com,12 Dec 2025
R1437,Xenon Labs Group,www.xenonlabsgroup.com,,,CA,info@xenon.com,2025/12/14
R1474,  Birch Furniture ,birchfurniture.com,Media,200-240,USA, INFO@birch.com ,27 Mar 2025
R1031,"Cedar,Systems Inc.",www.cedarsystems.com,Finance,,CA,info@cedar.com,17/10/2025
R1326,Onyx Mining Holdings Inc.,onyxminingholdings.com,Pharmaceuticals,1000+,USA, INFO@onyx.com ,2025-04-20
R1018,  Brightpath Analytics Inc ,brightpathanalytic.com,Manufacturing,5,U.S.A.,info@brightpath.com,17 Jun 2025
R1051,lumen retail partners corp,lumenretailpartner.com,Healthcare,500 to 1000,USA,,2025-08-14
R1329,  Onyx Mining Global LLC ,onyxminingglobal.com,Manufacturing,501-1000,Germany,info@onyx.com,2025/06/18
R1452,yarrow textiles partners co.,yarrowtextilespart.com,Telecom,10-100,Australia, INFO@yarrow.com ,2025/01/13
R1313,"Nimbus,Cloud International",,,260+,,info@nimbus.com,12/10/2025
R1454,Yarrow Textiles Global,yarrowtextilesglob.com,Construction,,Australia,info@yarrow.com,24/08/2025
R1274,"Juniper,Mobility Global LLC",,Media,,U.S.A.,info@juniper.com,7 Dec 2025
R1288,Larkspur Toys Ltd.,LARKSPURTOYS.COM,Construction,500-700,DE, INFO@larkspur.com ,
R1449,YARROW TEXTILES HOLDINGS,,Software,42,DE,info@yarrow.com,2025-11-23
R1004,Northwind Logistics Co,www.northwindlogistics.com,,540+,U.S.A.,info@northwind.com,14 Dec 2025
R1247,Ironwood Agritech Inc.,ironwoodagritech.com,Construction,100-190,us,contact@ironwood,
R1114,Sterling Robotics Co.,STERLINGROBOTICS.COM,,260,United Kingdom, INFO@sterling.com ,15/04/2025
R1159,"  Acorn,Education Group Inc ",acorneducationgrou.com,Education,1000+,,info@acorn.com,2025/11/19
R1263,ironwood agritech global co.,www.ironwoodagritechgl.com,Media,~130,CA,info@ironwood.com,2025-09-11
R1480,birch furniture partners llc,birchfurniturepart.com,Finance,,Australia,,2025-02-26
R1282,  Kestrel Security Holdings LLC ,kestrelsecurityhol.com,Insurance,540,Germany,,
R1302,MOSAIC PAYMENTS INTERNATIONAL CO.,mosaicpaymentsinte.com,Construction,1200+,India,info@mosaic.com,2025-02-10
R1225,Granite Insurance Group Co,www.graniteinsurancegr.com,,50 to 550,,,2025/10/24
R1262,  Ironwood Agritech Partners Co ,www.ironwoodagritechpa.com,Pharmaceuticals,10 to 50,USA,info@ironwood.com,2025-12-18
R1013,Northwind Logistics Global Ltd,https://northwindlogistics.com/,Gaming,130+,UK,,08/10/2025
R1426,Willow Childcare Holdings LLC,,,200 to 700,CA,info@willow.com,15 May 2025
R1010,Northwind Logistics International Corp,northwindlogistics.com,Manufacturing,42,India,,2025/09/07
R1202,drift apparel international ltd,,Energy,,,info@drift.com,4 Jan 2025
R1021,Brightpath Analytics Group Inc,brightpathanalytic.com,Energy,~540,IN, INFO@brightpath.com ,08/02/2025
R1147,"Tideline,Finance Group",,Healthcare,1-10,CA,info@tideline.com,28/08/2025
R1293,Larkspur Toys International Incorporated,,Insurance,51-200,United Kingdom,info@larkspur.com,6/10/2025
R1100,Pinecrest Media Inc,,Logistics,200-290,Germany, INFO@pinecrest.com ,05/06/2025
R1022,BRIGHTPATH ANALYTICS HOLDINGS INC.,www.brightpathanalytic.com,Education,1-10,United States,info@brightpath.com,
R9001,,ghostdomain.com,Software,50,USA,info@ghost.com,2025-03-04
R1002,Northwind Logistics,https://northwindlogistics.com/,Hospitality,50-90,United Kingdom,info@northwind.com,2025/04/28
R1264,Juniper Mobility Ltd,,Software,10 to 50,Canada,info@juniper.com,24 Oct 2025
R1275,JUNIPER MOBILITY GLOBAL INC.,www.junipermobilityglo.com,,50 to 140,United Kingdom,,18/11/2025
R1039,Cedar Systems Partners Co.,cedarsystemspartne.com,Finance,5+,IN,info@cedar.com,12/26/2025
R1146,Tideline Finance Ltd,tidelinefinance.com,Media,130,USA,info@tideline.com,
R1301,  Mosaic Payments International Ltd ,mosaicpaymentsinte.com,Construction,87+,, INFO@mosaic.com ,5 May 2025
R1350,  Quartz Legal Partners Incorporated ,quartzlegalpartner.com,Retail,20 to 60,USA,contact@quartz,2/27/2025
R1109,PINECREST MEDIA GLOBAL INC,www.pinecrestmediaglob.com,Healthcare,50-140,USA,info@pinecrest.com,2 May 2025
R1118,  Sterling Robotics Holdings Co. ,sterlingroboticsho.com,,201-500,Germany,info@sterling.com,23/07/2025
R1160,"  Acorn,Education Holdings Inc ",,,130+,,info@acorn.com,2025-04-07
R1398,Umbra Optics Incorporated,,Manufacturing,42+,Canada,info@umbra.com,
R1098,"Pinecrest,Media Ltd.",,Hospitality,42+,Canada,info@pinecrest.com,2025/10/26
R1127,"  Meridian,Travel Group ",meridiantravelgrou.com,Logistics,~18,India,info@meridian.com,2025/09/12
R1001,"Northwind,Logistics",northwindlogistics.com,Insurance,10-100,DE, INFO@northwind.com ,26 Aug 2025
R1266,Juniper Mobility Co,,Construction,1200,,info@juniper.com,9/26/2025
R1378,"  Saffron,Spices International Incorporated ",saffronspicesinter.com,Finance,500-540,Germany,info@saffron.com,4/11/2025
R1111,STERLING ROBOTICS CO,www.sterlingrobotics.com,Logistics,~1200,us,info@sterling.com,11/04/2025
R1165,ACORN EDUCATION GLOBAL INC,ACORNEDUCATIONGLOB.COM,Media,50-250,Australia,info@acorn.com,26 Jun 2025
R1411,  Verdant Landscaping Holdings Ltd ,https://verdantlandscaping.com/,Software,5+,UK,info@verdant.com,
R1136,Foxglove Energy Ltd,,Construction,,UK,info@foxglove.com,10/01/2025
,Stray Holdings LLC,strayholdings.com,Finance,twelve,United States,not-an-email,31/31/2025
R1135,"foxglove,energy ltd",FOXGLOVEENERGY.COM,,5,UK,info@foxglove.com,2025/09/24
